web-scrapper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,nom,Nb Personnes,localite,n_offres,date_debut-jour,Nb semaines,cle_station,nom_station
,27/03/2023,04/11/2023,11/11/2023,490,490,MOBILHOME 4 personnes - MH2 FAMILLE CONFORT 29 m² avec terrasse et climatisation,Camping Domaine de la Palme,4 Adultes, 11480 LA PALME,,,44,camping-domaine-de-la-palme-77268,
,27/03/2023,04/11/2023,11/11/2023,511,511,CHALET 4 personnes - COTTAGE FAMILLE 28 m²,Camping Domaine de la Palme,4 Adultes, 11480 LA PALME,,,44,camping-domaine-de-la-palme-77268,
,27/03/2023,04/11/2023,11/11/2023,616,616,MOBILHOME 6 personnes - 3 chambres 32 m2 + clim + TV,Camping Domaine de la Palme,6 Adultes, 11480 LA PALME,,,44,camping-domaine-de-la-palme-77268,
,27/03/2023,04/11/2023,11/11/2023,119,119,EMPLACEMENT 8 personnes,Camping Le P'tit Bonheur,, 66360 ESCARO,,,44,camping-le-ptit-bonheur-77205,
,27/03/2023,04/11/2023,11/11/2023,210,210,MOBILHOME 4 personnes - Type B,Camping Le P'tit Bonheur,2 Adultes, 66360 ESCARO,,,44,camping-le-ptit-bonheur-77205,
,27/03/2023,04/11/2023,11/11/2023,240,240,CHALET 4 personnes - Type C 10,Camping Le P'tit Bonheur,4 Adultes, 66360 ESCARO,,,44,camping-le-ptit-bonheur-77205,
,27/03/2023,04/11/2023,11/11/2023,250,250,MOBILHOME 4 personnes - 3M,Camping Domino,4 Adultes, 34440 NISSAN LEZ ENSERUNE,,,44,camping-domino-77940,
,27/03/2023,04/11/2023,11/11/2023,310,310,MOBILHOME 4 personnes - 4M,Camping Domino,4 Adultes, 34440 NISSAN LEZ ENSERUNE,,,44,camping-domino-77940,
,27/03/2023,04/11/2023,11/11/2023,315,315,CHALET 5 personnes - Chalet 30 m2,Domaine De Montrose,5 Adultes, 34120 PEZENAS,,,44,domaine-de-montrose-80142,
,27/03/2023,04/11/2023,11/11/2023,315,315,CHALET 8 personnes - Chalet 30 m2 + mezzanine,Domaine De Montrose,8 Adultes, 34120 PEZENAS,,,44,domaine-de-montrose-80142,
,27/03/2023,04/11/2023,11/11/2023,315,315,CHALET 6 personnes - Chalet 25 m2,Domaine De Montrose,6 Adultes, 34120 PEZENAS,,,44,domaine-de-montrose-80142,
,27/03/2023,04/11/2023,11/11/2023,330,330,MOBILHOME 6 personnes - Mobil home 29 m2,Domaine De Montrose,6 Adultes, 34120 PEZENAS,,,44,domaine-de-montrose-80142,
,27/03/2023,04/11/2023,11/11/2023,375,375,CHALET 7 personnes - CHALET 35 m2,Domaine De Montrose,7 Adultes, 34120 PEZENAS,,,44,domaine-de-montrose-80142,
,27/03/2023,04/11/2023,11/11/2023,226,226,MOBILHOME 6 personnes - Sans sanitaires 4/6 PERS,Camping Le Mas Du Padre,6 Adultes, 34540 BALARUC LES BAINS,,,44,camping-le-mas-du-padre-76826,
,27/03/2023,04/11/2023,11/11/2023,226,226,MOBILHOME 4 personnes - Sans Sanitaires 4 PERS,Camping Le Mas Du Padre,4 Adultes, 34540 BALARUC LES BAINS,,,44,camping-le-mas-du-padre-76826,
,27/03/2023,04/11/2023,11/11/2023,233,233,MOBILHOME 4 personnes - 4 PERS,Camping Le Mas Du Padre,4 Adultes, 34540 BALARUC LES BAINS,,,44,camping-le-mas-du-padre-76826,
,27/03/2023,04/11/2023,11/11/2023,256,256,MOBILHOME 4 personnes - Cottage 4 PERS,Camping Le Mas Du Padre,4 Adultes, 34540 BALARUC LES BAINS,,,44,camping-le-mas-du-padre-76826,
,27/03/2023,04/11/2023,11/11/2023,256,256,MOBILHOME 6 personnes - 4/6 PERS,Camping Le Mas Du Padre,6 Adultes, 34540 BALARUC LES BAINS,,,44,camping-le-mas-du-padre-76826,
,27/03/2023,04/11/2023,11/11/2023,295,295,CHALET 6 personnes - PMR 4/6P,Camping Le Mas Du Padre,6 Adultes, 34540 BALARUC LES BAINS,,,44,camping-le-mas-du-padre-76826,
,27/03/2023,04/11/2023,11/11/2023,295,295,MOBILHOME 6 personnes - Cottage 4/6 PERS,Camping Le Mas Du Padre,6 Adultes, 34540 BALARUC LES BAINS,,,44,camping-le-mas-du-padre-76826,
,27/03/2023,04/11/2023,11/11/2023,339,339,MOBILHOME 8 personnes - Cottage 6/8 PERS,Camping Le Mas Du Padre,8 Adultes, 34540 BALARUC LES BAINS,,,44,camping-le-mas-du-padre-76826,
,27/03/2023,04/11/2023,11/11/2023,339,339,MOBILHOME 4 personnes - Charmette 4 PERS,Camping Le Mas Du Padre,4 Adultes, 34540 BALARUC LES BAINS,,,44,camping-le-mas-du-padre-76826,
,27/03/2023,04/11/2023,11/11/2023,390,390,MOBILHOME 6 personnes - Charmette 6 PERS,Camping Le Mas Du Padre,6 Adultes, 34540 BALARUC LES BAINS,,,44,camping-le-mas-du-padre-76826,
,27/03/2023,04/11/2023,11/11/2023,235,235,BUNGALOW TOILÉ 4 personnes - Tithome (sans sanitaires),Camping L'oliveraie,4 Adultes, 34480 LAURENS,,,44,camping-loliveraie-80246,
,27/03/2023,04/11/2023,11/11/2023,245,245,TENTE TOILE ET BOIS 4 personnes - Ecolodge (sans sanitaires),Camping L'oliveraie,4 Adultes, 34480 LAURENS,,,44,camping-loliveraie-80246,
,27/03/2023,04/11/2023,11/11/2023,405,405,MOBILHOME 6 personnes - Sunroller,Camping L'oliveraie,6 Adultes, 34480 LAURENS,,,44,camping-loliveraie-80246,
,27/03/2023,04/11/2023,11/11/2023,470,470,MOBILHOME 6 personnes - O Hara,Camping L'oliveraie,6 Adultes, 34480 LAURENS,,,44,camping-loliveraie-80246,
,27/03/2023,04/11/2023,11/11/2023,490,490,MOBILHOME 6 personnes - IRM LoggiaBay,Camping L'oliveraie,6 Adultes, 34480 LAURENS,,,44,camping-loliveraie-80246,
,27/03/2023,04/11/2023,11/11/2023,490,490,MOBILHOME 6 personnes - IRM Loggia Compact,Camping L'oliveraie,6 Adultes, 34480 LAURENS,,,44,camping-loliveraie-80246,
,27/03/2023,04/11/2023,11/11/2023,490,490,MOBILHOME 6 personnes - O Hara + clim - Ophara,Camping L'oliveraie,6 Adultes, 34480 LAURENS,,,44,camping-loliveraie-80246,
,27/03/2023,04/11/2023,11/11/2023,535,535,MOBILHOME 5 personnes - O Hara,Camping L'oliveraie,5 Adultes, 34480 LAURENS,,,44,camping-loliveraie-80246,
,27/03/2023,04/11/2023,11/11/2023,555,555,MOBILHOME 6 personnes - Rapidhome,Camping L'oliveraie,6 Adultes, 34480 LAURENS,,,44,camping-loliveraie-80246,
,27/03/2023,04/11/2023,11/11/2023,555,555,MOBILHOME 8 personnes - IRM Loggia,Camping L'oliveraie,8 Adultes, 34480 LAURENS,,,44,camping-loliveraie-80246,
,27/03/2023,04/11/2023,11/11/2023,715,715,CHALET 7 personnes - Fabre,Camping L'oliveraie,7 Adultes, 34480 LAURENS,,,44,camping-loliveraie-80246,
,27/03/2023,04/11/2023,11/11/2023,350,350,MOBILHOME 4 personnes - Economique,Camping Domaine de Gatinié,4 Adultes, 34600 LES AIRES,,,44,camping-domaine-de-gatinie-80282,
,27/03/2023,04/11/2023,11/11/2023,370,370,MOBILHOME 4 personnes - Confort,Camping Domaine de Gatinié,4 Adultes, 34600 LES AIRES,,,44,camping-domaine-de-gatinie-80282,
,27/03/2023,04/11/2023,11/11/2023,490,490,MOBILHOME 6 personnes - Confort +,Camping Domaine de Gatinié,5 Adultes, 34600 LES AIRES,,,44,camping-domaine-de-gatinie-80282,
